id,Comentários,Gênero,Razão
431.000000,"o café da manhã é sofrível","homem","recreação"
432.000000,"Quartos amplos e confortáveis, muito limpos","homem","recreação"
433.000000,"há restaurantes próximos.","mulher","negócio"
434.000000,"Serviço muito bom. Localização a poucos minutos de trabalho","homem","recreação"
435.000000,"Café da manhã bem diversificado e funcionários atenciosos","mulher","negócio"
436.000000,"Ótimo custo beneficio","homem","recreação"
437.000000,"quartos super espaçosos e confortáveis","mulher","negócio"
438.000000,"bom custo-benefício","homem","negócio"
439.000000,"Barulho e Água Fria!","mulher","negócio"
440.000000,"O Hotel é bem bonito, luxuoso, a localização boa em frente ao shopping","homem","negócio"
441.000000,"a academia muito boa e os funcionários bem simpáticos","mulher","recreação"
442.000000,"O wifi funciona muito bem","homem","recreação"
443.000000,"parking free, cafe da manha incluido, quarto bom e localização","mulher","recreação"
444.000000,"As instalações impecáveis","homem","negócio"
445.000000,"excelente atendimento","mulher","negócio"
446.000000,"A localização do hotel também é um ponto forte","homem","negócio"
447.000000,"Quando voltar á Paris certamente irei ficas neste hotel","mulher","recreação"
448.000000,"funcionários muito bem treinados e solícitos","homem","negócio"
449.000000,"Hotel muito limpo e bem decorado","mulher","recreação"
450.000000,"Quartos grandes com banheiros novos e limpos","homem","negócio"
451.000000,"Trata-se de um hotel muito bem localizado","mulher","recreação"
452.000000,"não tivemos problemas com funcionamento.","homem","negócio"
453.000000,"Esse hotel é imbatível","mulher","recreação"
454.000000,"Parking free, cafe da manha incluido, quarto bom e localização","mulher","negócio"
455.000000,"ar condicionado que faz muito barulho","homem","recreação"
456.000000,"Atendimento de primeira qualidade","mulher","negócio"
457.000000,"atendentes super atenciosos","homem","recreação"
458.000000,"Café da manhã variado com frutas, doces, pães, sucos.","mulher","negócio"
459.000000,"Por diversas vezes liguei reclamando do cheiro de cigarro.","homem","recreação"
460.000000,"a cama é confortável. Café da manhã bom. Localização muito boa.","homem","negócio"
461.000000,"Hotel muito bom, quarto agradável, recepção atenciosa, ótima localização.","mulher","recreação"
462.000000,"Café da manhã excelente, funcionários prestativos.","homem","negócio"
463.000000,"O hotel conta com uma estrutura ótima.","mulher","recreação"
464.000000,"Experiencia ruim","homem","negócio"
465.000000,"elevador barulhento da ate medo","mulher","recreação"
466.000000,"funcionários não são gentis. Quartos muitos estreitos","homem","negócio"
467.000000,"cheira mofo","mulher","recreação"
468.000000,"Hotel antigo, deteriorado. Quarto estreito","homem","negócio"
469.000000,"Hotel horrível; reserva ruim; quarto estreito","homem","negócio"
470.000000,"lâmpadas queimadas. Desconfortável","mulher","recreação"
471.000000,"E fora que um dia faltou água no quarto","homem","negócio"
472.000000,"Lamentável que um hotel situado em um dos melhores pontos de Vitória esteja sendo tão mal cuidado.","mulher","recreação"
473.000000,"A beleza e a tranquilidade do local. Uma boa reserva.","homem","negócio"
474.000000,"Equipe extremamente gentil, hotel silencioso e club lounge de boa qualidade","mulher","recreação"
475.000000,"O frigobar não foi reposto diariamente.","homem","negócio"
476.000000,"O ar condicionado não esfriava direito.","mulher","recreação"
477.000000,"Foi excepcional desdeo quarto até ao restaurante","homem","negócio"
478.000000,"Cofre e Minibar nao estavam disponíveis. Área horrível","mulher","recreação"
479.000000,"Cobranca de despesas extras nao consumida","homem","negócio"
480.000000,"Atendimento rápido e eficiente","mulher","recreação"
481.000000,"Atendimento do recepcionista no momento do check in foi maravilhoso. ","homem","negócio"
482.000000,"Todos meus pedidos foram concedidos. Hotel bem cuidado","homem","recreação"
483.000000,"quartos confortáveis. Bom estacionamento","mulher","negócio"
484.000000,"A cordialidade do serviço e a limpeza e conforto dos quartos","homem","recreação"
485.000000,"A beleza e a tranquilidade do local.","homem","negócio"
486.000000,"Atendimento excelente. Qualidade das acomodações","mulher","recreação"
487.000000,"Atendimento cordial,quarto muito arejado e limpo,  piscina excelente.","homem","negócio"
488.000000,"Instalações de praia e piscina excelentes.","homem","recreação"
489.000000,"Instalações excelentes. Localização perfeita, com acesso a tudo.","mulher","recreação"
490.000000,"Atendimento muito bom, sempre ágil e cortês. ","homem","recreação"
491.000000,"Bom quarto, funcionarios atenciosos","mulher","recreação"
492.000000,"Bom atendimento. Excelente área e localização do hotel.","homem","negócio"
493.000000,"hotel descuidado","mulher","negócio"
494.000000,"o club lounge oferece internet gratuita; o hotel muito cuidado","homem","recreação"
495.000000,"o acesso à internet deveria ser livre.","mulher","recreação"
496.000000,"o ajudante de recepção nos atendeu muito bem","homem","negócio"
497.000000,"Com uma ótima recepção e atendimento","mulher","negócio"
498.000000,"Excelente área e localização do hotel","homem","recreação"
499.000000,"Conforto do quarto. Pessoal bem treinado","homem","recreação"
500.000000,"manutenção das infra-estruturas deficiente","mulher","negócio"
